NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
C. EROS;Estrella Hadar-Av del Planetario;Av del Planetario;03/07/2018;10/07/2018;40,394565;-3,68104;2018_273_274
Avd.NICETO ALCALÁ ZAMORA;Sauceda-Ana de Austria;Sauceda;21/06/2018;28/06/2018;40,500721;-3,659014;2018_275
Avd.NICETO ALCALÁ ZAMORA;Sauceda-Ana de Austria;Ana de Austria;21/06/2018;28/06/2018;40,500559;-3,658988;2018_276
C. ISABEL COLBRAND;María Tubau-Ctra. De Fuencarral;María Tubau;22/06/2018;29/06/2018;40,515612;-3,671573;2018_277
C. ISABEL COLBRAND;María Tubau-Ctra. De Fuencarral;Ctra. De Fuencarral;22/06/2018;29/06/2018;40,515612;-3,671573;2018_278
Central C. ARROYO DE POZUELO;Corona Austral-Río Agueda;Corona Austral;05/07/2018;12/07/2018;40,5082;-3,787638;2018_279_280
Central C. ARROYO DE POZUELO;Corona Austral-Río Agueda;Río Agueda;04/07/2018;11/07/2018;40,451152;-3,787346;2018_281_282
Central C. ARROYO DE POZUELO;Ave del Paraíso-Pavo Real;Ave del Paraíso;21/06/2018;28/06/2018;40,451245;-3,789666;2018_283_284
Central C. ARROYO DE POZUELO;Ave del Paraíso-Pavo Real;Pavo Real;21/06/2018;28/06/2018;40,451708;-3,789624;2018_285_286
Central C. ARROYO DE POZUELO;Arquitecto Rafel Leoz-Ara;Arquitecto Rafel Leoz;28/06/2018;05/07/2018;40,451105;-3,791606;2018_287_288
Central C. ARROYO DE POZUELO;Arquitecto Rafel Leoz-Ara;Ara;04/07/2018;11/07/2018;40,450771;-3,791327;2018_289_290
Ctra.DE HÚMERA;Av del Talgo-América;Av del Talgo;22/06/2018;29/06/2018;40,449614;-3,777405;2018_291
Ctra.DE HÚMERA;Av del Talgo-América;América;22/06/2018;29/06/2018;40,449642;-3,777529;2018_292
C.COCHERÓN DE LA VILLA;San Toribio -Tranvía de Arganda;San Toribio ;25/06/2018;02/07/2018;40,382383;-3,635077;2018_293
C.COCHERÓN DE LA VILLA;San Toribio -Tranvía de Arganda;Tranvía de Arganda;25/06/2018;02/07/2018;40,382384;-3,635069;2018_294
C.COCHERÓN DE LA VILLA;Tranvía de Arganda-Charleroi;Tranvía de Arganda;25/06/2018;02/07/2018;40,382211;-3,632732;2018_295
C.COCHERÓN DE LA VILLA;Tranvía de Arganda-Charleroi;Charleroi;25/06/2018;02/07/2018;40,382127;-3,632829;2018_296
C.TRANVÍA DE ARGANDA;Av de la Albufera-Cocherón de la Villa;Cocherón de la Villa;25/06/2018;02/07/2018;40,383288;-3,633301;2018_297
Avd.LA ALBUFERA;M-40-Tranvía de Arganda;Tranvía de Arganda;02/07/2018;09/07/2018;40,384708;-3,633656;2018_298
Avd.LA ALBUFERA;Tranvía de Arganda-Bruno Abúndez;Tranvía de Arganda;25/06/2018;02/07/2018;40,3838;-3,631799;2018_299
C. CERRO DE LA PLATA;Játiva-Hermanos Ruiz;Hermanos Ruiz;13/02/2018;20/02/2018;40,39998;-3,675102;2018_2_3
Avd.LA ALBUFERA;G-Jardinera;G;25/06/2018;02/07/2018;40,383511;-3,630356;2018_300
Avd.LA ALBUFERA;G-Jardinera;Jardinera;02/07/2018;09/07/2018;40,383248;-3,630294;2018_301
Avd.LA ALBUFERA;Ctra Vicálvaro a Vallecas-Jardinera;Ctra Vicálvaro a Vallecas;25/06/2018;02/07/2018;40,383149;-3,629788;2018_302
 Avd. ALFONSO XIII;López de Hoyos-Pradillo;López de Hoyos;04/07/2018;11/07/2018;40,450577;-3,667158;2018_303
Lateral C. CORAZÓN DE MARÍA;Luis Salazar-San Nazario;San Nazario;04/07/2018;11/07/2018;40,448842;-3,665803;2018_304
 C. SAN JENARO;Dr. Martín Arévalo-Lenguas;Dr. Martín Arévalo;01/08/2018;08/08/2018;40,346168;-3,702016;2018_305_306
 C. SAN JENARO;Dr. Martín Arévalo-Lenguas;Lenguas;01/08/2018;08/08/2018;40,345649;-3,702001;2018_307_308
C.MANUEL NOYA;Inmaculada Concepción-San Nicomedes;Inmaculada Concepción;23/07/2018;30/07/2018;40,389716;-3,711446;2018_309_310
C. PIROTECNIA;Huerta de los Rueda-Mir;Huerta de los Rueda;05/03/2018;12/03/2018;40,393958;-3,585135;2018_30_31
C.MANUEL NOYA;Inmaculada Concepción-San Nicomedes;San Nicomedes;23/07/2018;30/07/2018;40,389227;-3,71166;2018_311_312
Pz.LAVAPIES;Sombrerete -Tribulete;Sombrerete;25/09/2018;02/10/2018;40,408893;-3,701255;2018_313
C. PICO CEBOLLERA;AV. MONTE IGUELDO-CONVENIO;AV. MONTE IGUELDO;25/07/2018;01/08/2018;40,392947;-3,670251;2018_314
CRISTO DE LA VICTORIA;Rafaela Ybarra-Primitiva Gañán;Rafaela Ybarra;20/09/2018;27/09/2018;40,378844;-3,710069;2018_315_316
CRISTO DE LA VICTORIA;Rafaela Ybarra-Primitiva Gañán;Primitiva Gañán;20/09/2018;27/09/2018;40,378844;-3,710069;2018_317_318
BALANDRO;Pinos de Osuna-Canoa;Pinos de Osuna;17/09/2018;24/09/2018;40,452855;-3,592108;2018_319_320
BALANDRO;Pinos de Osuna-Canoa;Canoa;17/09/2018;24/09/2018;40,452855;-3,592108;2018_321_322
C. ÁGUILA;Gran Vía de San Francisco-Calatrava;Calatrava;25/09/2018;02/10/2018;40,409005;-3,712823;2018_323
C. VENTOSA;Gran Vía de San Francisco-San Bernabé;San Bernabé;25/09/2018;02/10/2018;40,408815;-3,714854;2018_324
CUESTA DE LA VEGA (entre los dos bucles);Pº Ciudad de Plasencia-Bailén;Pº Ciudad de Plasencia;26/09/2018;03/10/2018;40,415067;-3,716014;2018_325
CUESTA DE LA VEGA (entre los dos bucles);Pº Ciudad de Plasencia-Bailén;Bailén;26/09/2018;03/10/2018;40,414723;-3,716056;2018_326
C. EMBAJADORES;Tribulete-Pz de Arturo Barea;Pz de Arturo Barea;25/09/2018;02/10/2018;40,408172;-3,704415;2018_327
C. ARGUMOSA;Ronda de Atocha-Hospital;Ronda de Atocha;25/09/2018;02/10/2018;40,407297;-3,695647;2018_328
C. ARGUMOSA;Ronda de Atocha-Hospital;Hospital;25/09/2018;02/10/2018;40,407296;-3,695641;2018_329
C. PIROTECNIA;Huerta de los Rueda-Mir;Mir;05/03/2018;12/03/2018;40,39381;-3,584695;2018_32_33
C. DUQUE DE ALBA;Mesón de Paredes-Estudios;Estudios;25/09/2018;02/10/2018;40,411954;-3,705913;2018_330
C. SANTA ISABEL;Magdalena-Torrecilla del Leal;Torrecilla del Leal;25/09/2018;02/10/2018;40,411859;-3,699477;2018_331
C. MESÓN DE PAREDES;Caravaca-Sombrerete;Sombrerete;27/09/2018;04/10/2018;40,408057;-3,70306;2018_332
C. AVE MARÍA;Esperanza-Trv. Primavera;Trv. Primavera;27/09/2018;04/10/2018;40,409548;-3,700928;2018_333
RONDA DE ATOCHA;Fray Luis de León-José Antonio de Armona;Fray Luis de León;27/09/2018;04/10/2018;40,40617;-3,6989;2018_334
RONDA DE ATOCHA;Fray Luis de León-José Antonio de Armona;José Antonio de Armona;27/09/2018;04/10/2018;40,406033;-3,699033;2018_335
C. LOS MADRAZO;Prado-Marqués de Cubas;Marqués de Cubas;26/09/2018;03/10/2018;40,417586;-3,695257;2018_336
C. CRUZ;Núñez de Arce-Pozo;Pozo;27/09/2018;04/10/2018;40,416003;-3,70114;2018_337
C. DUQUE DE MEDINACELI;Pz de las Cortes-Cervantes;Pz de las Cortes;27/09/2018;04/10/2018;40,415055;-3,695578;2018_338
C. VIRGEN DE LOS PELIGROS;Alcalá-Aduana;Aduana;27/09/2018;04/10/2018;40,418234;-3,699363;2018_339
Pº DEL PRADO;Moratín-Gobernador;Moratín;27/09/2018;04/10/2018;40,41307;-3,693206;2018_340
Pº DEL PRADO;Moratín-Gobernador;Gobernador;27/09/2018;04/10/2018;40,412669;-3,693628;2018_341
C. MORATÍN;San Pedro-Alameda;San Pedro;28/09/2018;05/10/2018;40,41266;-3,694575;2018_342
C. LOPE DE VEGA;León-Quevedo;León;28/09/2018;05/10/2018;40,413817;-3,698053;2018_343
C. MARQUÉS DE LA ENSENADA;Génova-Bárbara de Braganza;Bárbara de Braganza;26/09/2018;03/10/2018;40,425066;-3,692147;2018_344
Pz SANTA BÁRBARA;Sagasta -Serrano Anguita;Sagasta ;28/09/2018;05/10/2018;40,426948;-3,696352;2018_345
Pz SANTA BÁRBARA;Sagasta -Serrano Anguita;Serrano Anguita;28/09/2018;05/10/2018;40,426972;-3,696348;2018_346
C. BARQUILLO;Fernando VI-San Lucas;San Lucas;26/09/2018;03/10/2018;40,423885;-3,695587;2018_347
C. LIBERTAD;Gravina-Augusto Figueroa;Gravina;28/09/2018;05/10/2018;40,423277;-3,696806;2018_348
C. HERNÁN CORTÉS;Fuencarral-Hortaleza;Hortaleza;08/10/2018;15/10/2018;40,423375;-3,699456;2018_349
C. PIROTECNIA;Caldedera-Sondeos;Caldedera;05/03/2018;12/03/2018;40,39654;-3,592141;2018_34_35
C. MÁRTIRES DE ALCALÁ;Princesa-Santa Cruz de Marcenado;Santa Cruz de Marcenado;28/09/2018;05/10/2018;40,429118;-3,712697;2018_350
C. BARCO;Colón-Puebla;Puebla;01/10/2018;08/10/2018;40,422691;-3,702428;2018_351
C. CORREDERA BAJA DE SAN PABLO;Escorial-Ballesta;Ballesta;01/10/2018;08/10/2018;40,422935;-3,70315;2018_352
C. SANTA CRUZ DE MARCENADO;Baltasar Gracián-Mártires de Alcalá;Baltasar Gracián;28/09/2018;05/10/2018;40,429193;-3,710831;2018_353
C. ABADA;Gran Vía  -Mesonero Romanos;Mesonero Romanos;01/10/2018;08/10/2018;40,419574;-3,704494;2018_354
C. CAVA SAN MIGUEL;Mayor-Pz de San Miguel;Pz de San Miguel;01/10/2018;08/10/2018;40,415397;-3,708491;2018_355
C. TRUJILLOS;Conchas-Travesía Trujillos;Travesía Trujjllos;01/10/2018;08/10/2018;40,418841;3,707416;2018_356
 C. GENERAL LACY;Bustamante-Canarias;Bustamante;08/10/2018;15/10/2018;40,40192;-3,690798;2018_357_358
 C. GENERAL LACY;Bustamante-Canarias;Canarias;08/10/2018;15/10/2018;40,401121;-3,690815;2018_359_360
Lateral Pº SANTA Mª DE LA CABEZA;Juan Español-Inmaculada Concepción;Inmaculada Concepción;08/10/2018;15/10/2018;40,389577;-3,712488;2018_362_363
 C. CALDERILLA;Thaler-Real;Thaler;08/10/2018;15/10/2018;40,363888;-3,739686;2018_364
 C. CALDERILLA;Thaler-Real;Real;08/10/2018;15/10/2018;40,363651;-3,739723;2018_365
Lateral Avd. ENSANCHE DE VALLECAS;Antonio Gades-Pinilla;Pinilla;09/10/2018;16/10/2018;40,362055;-3,595256;2018_366_367
 Avd. LA GAVIA;Mazaterón-Fresno de Cantespino;Mazaterón;09/10/2018;16/10/2018;40,376592;-3,609018;2018_368_369
C. PIROTECNIA;Caldedera-Sondeos;Sondeos;05/03/2018;12/03/2018;40,396533;-3,592166;2018_36_37
 Avd. LA GAVIA;Mazaterón-Fresno de Cantespino;Fresno de Cantespino;09/10/2018;16/10/2018;40,376734;-3,608914;2018_370_371
C. CAMARENA;Camarena -Valmojado;Camarena ;15/10/2018;22/10/2018;40,393888;-3,756292;2018_372_373
C. CAMARENA;Camarena -Valmojado;Valmojado;15/10/2018;22/10/2018;40,393854;-3,75626;2018_374_375
C. ROSALÍA DE CASTRO;Gabriela Mistral-Alfonso Rodriguez Castelao;Gabriela Mistral;15/09/2018;22/09/2018;40,482822;-3,734131;2018_376_377
C. ROSALÍA DE CASTRO;Gabriela Mistral-Alfonso Rodriguez Castelao;Alfonso Rodriguez Castelao;15/09/2018;22/09/2018;40,482853;-3,733929;2018_378_379
C. GARCÍA TREVIÑO;Almanzora-Santa Elvira;Almanzora;15/10/2018;22/10/2018;40,456681;-3,793202;2018_380_381
C. ROSAS DE ARAVACA;Ctra de Húmera-Valle de Pas;Ctra de Húmera;15/10/2018;22/10/2018;40,450645;-3,780569;2018_382_383
C. ROSAS DE ARAVACA;Ctra de Húmera-Valle de Pas;Valle de Pas;15/10/2018;22/10/2018;40,450643;-3,780585;2018_384_385
Avd. NICETO ALCALÁ ZAMORA;Fernande de Rojas-Julio Casares;Fernande de Rojas;16/10/2018;23/10/2018;40,492641;-3,647153;2018_386
Avd. NICETO ALCALÁ ZAMORA;Fernande de Rojas-Julio Casares;Julio Casares;16/10/2018;23/10/2018;40,490991;-3,6495;2018_387
Avd. NICETO ALCALÁ ZAMORA;Julio Casares-Miguel Ángel Asturias;Miguel Ángel Asturias;16/10/2018;23/10/2018;40,488597;-3,646563;2018_389
C. PIROTECNIA;Avd. Gran  Vía del Este-Ahumaos;Avd. Gran  Vía del Este;07/03/2018;14/03/2018;40,397635;-3,596991;2018_38_39
C. JULIO CASARES;Isabel Clara Eugenia-Niceto Alcalá Zamora;Isabel Clara Eugenia;16/10/2018;23/10/2018;40,489157;-3,647442;2018_390
C. JULIO CASARES;Isabel Clara Eugenia-Niceto Alcalá Zamora;Niceto Alcalá Zamora;16/10/2018;23/10/2018;40,489148;-3,647121;2018_391
C. ALBERTO DE PALACIO;Niceto Alcalá Zamora-Avd de Fco Javier Saénz de Oiza;Niceto Alcalá Zamora;16/10/2018;23/10/2018;40,489563;-3,643596;2018_392
C. ALBERTO DE PALACIO;Niceto Alcalá Zamora-Avd de Fco Javier Saénz de Oiza;Avd de Fco Javier Saénz de Oiza;23/10/2018;30/10/2018;40,489687;-3,643604;2018_393
Lateral Pº CASTELLANA;Arzobispo Morcillo-Monforte de Lemos;Monforte de Lemos;17/10/2018;24/10/2018;40,476433;-3,686084;2018_394
Lateral Pº CASTELLANA;Luis Esteban-Sinesio Delgado;Luis Esteban;17/10/2018;24/10/2018;40,473869;-3,687658;2018_395
Lateral Pº CASTELLANA;José Vasconcelos-Mauricio Ravel;Mauricio Ravel;17/10/2018;24/10/2018;40,472406;-3,687364;2018_396
 C. DOCTOR ESQUERDO;Alcalde Sainz de Baranda-Ibiza;Alcalde Sainz de Baranda;17/10/2018;24/10/2018;40,416875;-3,669269;2018_397
 C. DOCTOR ESQUERDO;Alcalde Sainz de Baranda-Ibiza;Ibiza;17/10/2018;24/10/2018;40,416828;-3,669414;2018_398
 C. DOCTOR ESQUERDO;Goya-Povedilla;Goya;17/10/2018;24/10/2018;40,423262;-3,668774;2018_399
 C. DOCTOR ESQUERDO;Goya-Povedilla;Povedilla;17/10/2018;24/10/2018;40,424257;-3,66869;2018_400
 C. MATEO INURRIA;Pz de Castilla-Enrique Larrea;Pz de Castilla;18/10/2018;25/10/2018;40,466558;-3,687152;2018_401
 C. MATEO INURRIA;Pz de Castilla-Enrique Larrea;Enrique Larrea;18/10/2018;25/10/2018;40,466896;-3,686426;2018_402
 C. MATEO INURRIA;Rodríguez Jaén-La Hiedra;Rodríguez Jaén;18/10/2018;25/10/2018;40,467267;-3,683471;2018_403
 C. MATEO INURRIA;Rodríguez Jaén-La Hiedra;La Hiedra;18/10/2018;25/10/2018;40,467438;-3,683602;2018_404
 Avd. MONFORTE DE LEMOS;Pz de Ribdeo-Betanzos;Pz de Ribdeo;18/10/2018;25/10/2018;40,477732;-3,710974;2018_405
 Avd. MONFORTE DE LEMOS;Pz de Ribdeo-Betanzos;Betanzos;18/10/2018;25/10/2018;40,477788;-3,710831;2018_406
 C. DOCTOR ESQUERDO;Rafael Salazar Alonso-José Martínez Velasco;Rafael Salazar Alonso;19/10/2018;26/10/2018;40,416287;-3,669392;2018_407
 C. DOCTOR ESQUERDO;Rafael Salazar Alonso-José Martínez Velasco;José Martínez Velasco;19/10/2018;26/10/2018;40,416271;-3,669383;2018_408
 C. DOCTOR ESQUERDO;Samaria-Nazaret;Samaria;19/10/2018;26/10/2018;40,412167;-3,669733;2018_409
C. PIROTECNIA;Avd. Gran  Vía del Este-Ahumaos;Avd. Gran  Vía del Este;07/03/2018;14/03/2018;40,39764;-3,59699;2018_40_41
 C. DOCTOR ESQUERDO;Samaria-Nazaret;Nazaret;19/10/2018;26/10/2018;40,412186;-3,669704;2018_410
 Avd. MENÉNDEZ PELAYO;Alcalde Sainz de Baranda-Doce de Octubre;Alcalde Sainz de Baranda;19/10/2018;26/10/2018;40,415581;-3,677695;2018_411
 Avd. MENÉNDEZ PELAYO;Alcalde Sainz de Baranda-Doce de Octubre;Doce de Octubre;19/10/2018;26/10/2018;40,416893;-3,6782;2018_412
 Avd. MENÉNDEZ PELAYO;Doce de Octubre-Pío Baroja;Doce de Octubre;19/10/2018;26/10/2018;40,412947;-3,676696;2018_413
 Avd. MENÉNDEZ PELAYO;Doce de Octubre-Pío Baroja;Pío Baroja;19/10/2018;26/10/2018;40,412973;-3,676699;2018_414
 Avd. MONFORTE DE LEMOS;Avd de Betanzos-Cº de Ganapanes;Avd de Betanzos;18/10/2018;25/10/2018;40,4772;-3,714814;2018_415
 Avd. MONFORTE DE LEMOS;Avd de Betanzos-Cº de Ganapanes;Cº de Ganapanes;18/10/2018;25/10/2018;40,477195;-3,715253;2018_416
C. BATALLA DEL SALADO;Ciudad Real-General Palanca;General Palanca;23/10/2018;30/10/2018;40,399628;-3,696349;2018_417_418
C. SAGASTA;Larra-Mejía Lequerica;Larra;22/10/2018;29/10/2018;40,428627;-3,700131;2018_419_420
C. SAGASTA;Larra-Mejía Lequerica;Mejía Lequerica;22/10/2018;29/10/2018;40,428627;-3,700248;2018_421_422
C. JOSÉ DEL HIERRO;Mandarina-Boldano;Mandarina;06/11/2018;13/11/2018;40,44046;-3,643597;2018_423_424
C. JOSÉ DEL HIERRO;Mandarina-Boldano;Boldano;06/11/2018;13/11/2018;40,440051;-3,644426;2018_425_426
C. JOSÉ DEL HIERRO;Mandarina-Boldano;Boldano;22/10/2018;29/10/2018;40,440051;-3,644426;2018_425_426
C. LÓPEZ DE ARANDA;Trv. De López de Aranda-General Aranaz;Trv. De López de Aranda;23/10/2018;30/10/2018;40,44295;-3,637419;2018_427_428
C. LÓPEZ DE ARANDA;Trv. De López de Aranda-General Aranaz;General Aranaz;23/10/2018;30/10/2018;40,442806;-3,637611;2018_429_430
Avd. DONOSTIARRA;Virgen de la Roca-Virgen de la Alegría;Virgen de la Roca;23/10/2018;30/10/2018;40,434836;-3,657046;2018_431_432
Pz. BARBADOS;López de Aranda-Tampico;Tampico;25/10/2018;01/11/2018;;;2018_435_436
Pº CAMOENS;Francisco y Jacinto Alcántara Ruperto Chapí;Francisco y Jacinto Alcántara;29/10/2018;05/11/2018;40,432304;-3,727166;2018_437_438
Pº CAMOENS;Francisco y Jacinto Alcántara Ruperto Chapí;Ruperto Chapí;19/11/2018;26/11/2018;40,432196;-3,724759;2018_439_440
Pº PINTOR ROSALES;Altamirano Marqués de Urquijo;Marqués de Urquijo;29/10/2018;05/11/2018;40,429227;-3,721782;2018_441_442
Pº PINTOR ROSALES;Marqués de Urquijo Buen Suceso;Buen Suceso;04/11/2018;05/11/2018;40,427978;-3,720674;2018_443_444
Pº PINTOR ROSALES;Marqués de Urquijo Buen Suceso;Buen Suceso;15/11/2018;22/11/2018;40,427978;-3,720674;2018_443_444
C. SANTA ENGRACIA;Pza del Descubridor Diego de Ordás Bretón de los Herreros;Pza del Descubridor Diego de Ordás;29/10/2018;05/11/2018;40,440201;-3,700766;2018_445_446
AVENIDA DE LA OSA MAYOR;Espino - Eduardo Vela;Espino;30/10/2018;06/11/2018;40,460479;-3,776566;2018_447_448
AVENIDA DE LA OSA MAYOR;Espino - Eduardo Vela;Eduardo Vela;30/10/2018;06/11/2018;40,460517;-3,776724;2018_449_450
AVENIDA DE LA OSA MAYOR;Hoces de la Hermida - Bellatrix;Hoces de la Hermida;30/10/2018;06/11/2018;40,461141;-3,77318;2018_451_452
AVENIDA DE LA OSA MAYOR;Hoces de la Hermida - Bellatrix;Bellatrix;30/10/2018;06/11/2018;40,461501;-3,773327;2018_453_454
CALLE BERROCAL;Iridio - Silvinita;Iridio;30/10/2018;06/11/2018;40,344518;-3,676301;2018_455_456
BERROCAL;Iridio - Silvinita;Silvinita;06/11/2018;13/11/2018;40,344847;-3,676769;2018_457_458
BERROCAL;Bario - Berrocal;Bario;06/11/2018;13/11/2018;40,347235;-3,67728;2018_459_460
BERROCAL;Bario - Berrocal;Berrocal;30/10/2018;06/11/2018;40,347362;-3,677297;2018_461_462
EDUARDO BARREIROS;SANTA ESCOLASTICA-CORTE DEL FARAÓN;SANTA ESCOLASTICA;19/11/2018;26/11/2018;40,362604;-3,699885;2018_463
EDUARDO BARREIROS;SANTA ESCOLASTICA-CORTE DEL FARAÓN;CORTE DEL FARAÓN;19/11/2018;26/11/2018;40,362679;-3,699958;2018_464
SIERRA DE ATAPUERCA;Valcarlos-Cirauqui;Cirauqui;26/11/2018;03/12/2018;40,498529;-3,674718;2018_467_468
IBIZA;Lope de Rueda-NarvÃ?Â¡ez;Lope de Rueda;27/11/2018;04/12/2018;40,418337;-3,677228;2018_469_470
IBIZA;Lope de Rueda-NarvÃ?Â¡ez;NarvÃ?Â¡ez;28/11/2018;05/12/2018;40,418304;-3,677219;2018_471_472
IBIZA;Maiquez-Antonio Arias;Maiquez;28/11/2018;05/12/2018;40,418017;-3,671923;2018_473_474
IBIZA;Maiquez-Antonio Arias;Antonio Arias;28/11/2018;05/12/2018;40,418011;-3,671992;2018_475_476
ALCALDE SAINZ DE BARANDA;Lope de Rueda-NarvÃ?Â¡ez;Lope de Rueda;27/11/2018;04/12/2018;40,417031;-3,677561;2018_477_478
ALCALDE SAINZ DE BARANDA;Lope de Rueda-NarvÃ?Â¡ez;NarvÃ?Â¡ez;03/12/2018;10/12/2018;40,417003;-3,67755;2018_479_480
ALCALDE SAINZ DE BARANDA;Maiquez-Antonio Arias;Maiquez;26/11/2018;03/12/2018;40,416772;-3,672853;2018_481_482
ALCALDE SAINZ DE BARANDA;Maiquez-Antonio Arias;Antonio Arias;26/11/2018;03/12/2018;40,416753;-3,672826;2018_483_484
PLOMO;Granito-Bolivar;Granito;03/12/2018;10/12/2018;40,393154;-3,690295;2018_485
PLOMO;Granito-Bolivar;Bolivar;03/12/2018;10/12/2018;40,393187;-3,690308;2018_486
MARQUÉS DE VIANA;Matadero-Ana MarÍ­a;Matadero;10/12/2018;17/12/2018;40,462879;-3,702641;2018_487_488
MARQUÉS DE VIANA;Matadero-Ana Marí­a;Ana Marí­a;10/12/2018;17/12/2018;40,462879;-3,702641;2018_489_490
Trv.VISTILLAS;Don Pedro-Bailén;Bailén;01/02/2018;08/02/2018;40,4115595;-3,7144328;2018_4_5
Pz. SAN JUAN DE LA CRUZ;Zurbano-Pº de la Castellana;Pº de la Castellana;01/03/2018;08/03/2018;40,440866;-3,692622;2018_50
Pº DOCTOR VALLEJO NÁGERA;Nogales -Arganda;Nogales;12/02/2018;19/02/2018;40,402014;-3,708242;2018_51_52
C. COBOS DE SEGOVIA;Etreros-Sangarcía;Etreros;12/02/2018;19/02/2018;40,405206;-3,719;2018_53_54
C. BERCIAL;Paradinas-Cobos de Segovia;Cobos de Segovia;12/02/2018;19/02/2018;40,406692;-3,719743;2018_55_56
C. SORIA;Ronda de Toledo-Villa de Arbancón;Ronda de Toledo;13/02/2018;20/02/2018;40,4048421;-3,7056235;2018_57_58
C. PEÑUELAS;Moratines-Labrador;Labrador;15/02/2018;22/02/2018;40,4021803;-3,7033103;2018_59_60
C. ERCILLA;Moratines-Labrador;Moratines;14/02/2018;21/02/2018;40,402283;-3,702422;2018_61_62
C. LISBOA;Ferraz-Pº del Pintor Rosales;Pº del Pintor Rosales;14/02/2018;21/02/2018;40,43224;-3,723658;2018_63_64
Pº RUPERTO CHAPÍ;Pº de Moret-Pº de Camoens;Pº de Camoens;09/03/2018;16/03/2018;40,433647;-3,725531;2018_65_66
C. ROMERO ROBLEDO;Tutor-Martín de los Heros;Martín de los Heros;13/02/2018;20/02/2018;40,432324;-3,719254;2018_67_68
C. BUEN SUCESO;Tutor-Martín de los Heros;Tutor;13/02/2018;20/02/2018;40,429308;-3,717191;2018_69_70
C.DOLORES BARRANCO;Madridejos-Perpetua Díaz;Madridejos;13/02/2018;20/02/2018;40,383006;-3,708906;2018_6_7
C. QUINTANA;Tutor-Martín de los Heros;Martín de los Heros;13/02/2018;20/02/2018;40,42837;-3,716463;2018_71_72
C. ARRIAZA;Irún-Ilustración;Ilustración;13/02/2018;20/02/2018;40,421734;-3,716352;2018_73_74
C. SAN ISIDORO DE SEVILLA;Pº de los Olmos-Pº de las Acacias;Pº de los Olmos;13/02/2018;20/02/2018;40,404056;-3,710003;2018_75_76
C. MARBELLA;Costa Brava-La Masó;Costa Brava;09/03/2018;16/03/2018;40,496314;-3,708143;2018_77_78
C. MARBELLA;Costa Brava-La Masó;Costa Brava;09/03/2018;16/03/2018;40,49631;-3,70814;2018_79_80
"C.	ANTOÑITA JIMÉNEZ";"Pedro Campos-	Antonio Leyva";Pedro Campos;08/03/2018;15/03/2018;40,390226;-3,718;2018_82_83
C. SIERRA DE MEIRA;Gerardo Rueda-Puerto de la Magdalena;Gerardo Rueda;09/03/2018;16/03/2018;40,399734;-3,665576;2018_84_85
Pº DE LA DIRECCIÓN;Manuela Mínguez-Cantueso;Manuela Mínguez;28/02/2018;07/03/2018;40,470325;-3,703689;2018_86
Pº DE LA DIRECCIÓN;Manuela Mínguez-Cantueso;Cantueso;28/02/2018;07/03/2018;40,47033;-3,70369;2018_87
C.SEPÚLVEDA;Lucero-Alejandrina Morán;Lucero;01/03/2018;08/03/2018;40,404281;-3,747149;2018_88
C.SEPÚLVEDA;Lucero-Alejandrina Morán;Alejandrina Morán;01/03/2018;08/03/2018;40,404208;-3,747019;2018_89
C.DOLORES BARRANCO;Madridejos-Perpetua Díaz;Madridejos;13/02/2018;20/02/2018;40,38301;-3,70891;2018_8_9
Avd.DE LA PESETA;Salvador Allende-Morales;Salvador Allende;28/02/2018;07/03/2018;40,362581;-3,756474;2018_90
Avd.DE LA PESETA;Salvador Allende-Morales;Morales;28/02/2018;07/03/2018;40,362141;-3,756391;2018_91
CºDE PERALES;Navascues-Fitero;Navascues;02/03/2018;09/03/2018;40,372943;-3,689072;2018_92
CºDE PERALES;Navascues-Fitero;Fitero;02/03/2018;09/03/2018;40,372623;-3,688668;2018_93
C.RAFAELA YBARRA;Cestona-Lesaca;Cestona;27/02/2018;07/03/2018;40,372103;-3,712155;2018_94
C.RAFAELA YBARRA;Cestona-Lesaca;Lesaca;27/02/2018;07/03/2018;40,372103;-3,712155;2018_95
C.MARTÍNEZ DE LA RIVA;Tomás García-Tomás Esteban;Tomás Esteban;05/03/2018;12/03/2018;40,3919;-3,665655;2018_96
C.SIERRA TOLEDANA;Sierra Elvira-San Florencio;Sierra Elvira;02/03/2018;09/03/2018;40,404782;-3,659106;2018_97
C. LÓPEZ DE HOYOS (Frente Auditorio Pilar Gª Peña);Ricardo San Juan-Ctra. De Canillas;Ricardo San Juan;05/03/2018;12/03/2018;40,465354;-3,655682;2018_98
C. LÓPEZ DE HOYOS (Frente Auditorio Pilar Gª Peña);Ricardo San Juan-Ctra. De Canillas;Ctra. De Canillas;05/03/2018;12/03/2018;40,465354;-3,655703;2018_99
 Av. LOGRO¥O;AV MANUEL AZA¥A-M12;AV MANUEL AZA¥A;16/02/2018;23/02/2018;40,48277;-3,59563;21040562
 C. FERNANDO HIGUERAS;C MANUEL FRAGA IRIBARNE-C MARQUES DE FONTALBA;C MANUEL FRAGA IRIBARNE;16/02/2018;23/02/2018;40,48597;-3,61103;21042015
 Av. DE VALDEMARIN;Camino de la Zarzuela-Aguarón;Camino de la Zarzuela;27/07/2018;03/08/2018;40,4671;-3,6235;21052885
