NOMBRE CRUCE;TRAMO;SENTIDO;DESDE;HASTA;LATITUD;LONGITUD;CODIGO
 C. NARVAEZ;Ibiza-Alcalde Sainz de Baranda;Ibiza;03/05/2018;10/05/2018;40,41785;-3,67636;03040641
 C. NARVAEZ;O'Donnell-Doctor Castelo;Doctor Castelo;03/05/2018;10/05/2018;40,4209;-3,676;03041453
 C. NARVAEZ;O'Donnell-Doctor Castelo;O'Donnell;03/05/2018;10/05/2018;40,42082;-3,67606;03041454
 C. IBIZA;Fernan Gonzalez-Maiquez;Maiquez;04/05/2018;11/05/2018;40,41807;-3,67366;03042087
 C. IBIZA;Fernan Gonzalez-Maiquez;Fernan Gonzalez;04/05/2018;11/05/2018;40,41803;-3,67352;03042088
 C. O DONNELL;Fernán González-Maiquez;Maiquez;04/05/2018;11/05/2018;40,42138333;-3,673483333;03043221
 C. ALFONSO XII;Montalban-Valenzuela;Montalban;04/05/2018;11/05/2018;40,41824;-3,6889;03050012
 C. ALFONSO XII;Montalban-Valenzuela;Valenzuela;04/05/2018;11/05/2018;40,4182;-3,68888;03050013
Lateral C. ALFONSO XII;Paseo de la Infanta Isabel-Claudio Moyano;Paseo de la Infanta Isabel;07/05/2018;14/05/2018;40,40843;-3,68882;03050014
Lateral C. ALFONSO XII;Paseo de la Infanta Isabel-Claudio Moyano;Claudio Moyano;07/05/2018;14/05/2018;40,40849;-3,68877;03050015
 C. ALCALA;Claudio Coello-Lagasca;Lagasca;24/05/2018;31/05/2018;40,42045;-3,6863;03050110
C. ALCALA;Claudio Coello-Lagasca;Claudio Coello;09/01/2018;18/01/2018;40,4205;-3,68627;03050111
Lateral Paseo. INFANTA ISABEL;Glorieta Emperador Carlos V-Alfonso XII;Glorieta Emperador Carlos V;22/05/2018;29/05/2018;40,40803;-3,69013;03050509
Tunel Paseo. INFANTA ISABEL;Glorieta Emperador Carlos V-Alfonso XII;Alfonso XII;22/05/2018;29/05/2018;40,40827;-3,69092;03050510
Tunel Paseo. INFANTA ISABEL;Glorieta Emperador Carlos V-Alfonso XII;Glorieta Emperador Carlos V;22/05/2018;29/05/2018;40,40827;-3,69092;03050511
 Av. MENENDEZ PELAYO;Alcalde Sainz de Baranda-Ibiza;Alcalde Sainz de Baranda;23/05/2018;30/05/2018;40,41767;-3,67868;03050619
 Av. MENENDEZ PELAYO;Amado Nervo-Conde de Cartagena;Amado Nervo;25/05/2018;01/06/2018;40,41006;-3,6771;03050621
 Av. MENENDEZ PELAYO;Amado Nervo-Conde de Cartagena;Conde de Cartagena;25/05/2018;01/06/2018;40,41006;-3,6771;03050622
Tunel C. O'DONNELL;Alcala-Menendez Pelayo;Menendez Pelayo;31/07/2018;07/08/2018;40,421;-3,68328;03050654
Lateral C. O'DONNELL;Alcala-Avenida Menendez Pelayo;Avenida Menendez Pelayo;31/07/2018;07/08/2018;40,42093;-3,68322;03050655
 Paseo. PRADO;Cibeles (Pz.)-Los Madrazo;Cibeles (Pz.);06/09/2018;13/09/2018;40,41768;-3,69321;03050722
 Paseo. PRADO;Cibeles (Pz.)-Los Madrazo;Los Madrazo;07/09/2018;14/09/2018;40,41758;-3,69289;03050723
Lateral Paseo. PRADO;Cibeles (Pz.)-Los Madrazo;Cibeles (Pz.);06/09/2018;13/09/2018;40,41745;-3,69327;03050724
 Av. Avenida Menéndez Pelayo;Doctor Castelo-O'Donnell;Doctor Castelo;25/05/2018;01/06/2018;40,42065;-3,67972;03050935
 Av. Avenida Menéndez Pelayo;Doctor Castelo-O'Donnell;O'Donnell;28/05/2018;04/06/2018;40,42049;-3,6797;03050936
Lateral C. ALCALA;Velazquez-O'Donnell;Velazquez;24/05/2018;31/05/2018;40,42105;-3,68351;03051167
Lateral C. ALCALA;Velazquez-O'Donnell;O'Donnell;24/05/2018;31/05/2018;40,42103;-3,68358;03051168
 C. ALFONSO XII;Antonio Maura-Mendez Nunez;Antonio Maura;03/09/2018;10/09/2018;40,41609;-3,6891;03051179
 C. ALFONSO XII;Antonio Maura-Mendez Nunez;Mendez Nunez;03/09/2018;10/09/2018;40,41613;-3,68903;03051180
 C. ALFONSO XII;Juan de Mena-Antonio Maura;Juan de Mena;28/05/2018;04/06/2018;40,41693;-3,68869;03051183
 C. ALFONSO XII;Juan de Mena-Antonio Maura;Antonio Maura;28/05/2018;04/06/2018;40,4169;-3,68873;03051184
Lateral C. O'DONNELL;Alcala-Avenida Menendez Pelayo;Avenida Menendez Pelayo;04/09/2018;11/09/2018;40,42098;-3,68332;03051466
 C. ANTONIO MAURA;Alfonso XII-Alfonso XI;Alfonso XI;29/06/2018;06/07/2018;40,41654;-3,68963;03051658
 Av. Nazaret;Samaria (calle)-Jesús Aprendiz (calle);Jesús Aprendiz (calle);28/05/2018;04/06/2018;40,4114622;-3,672285;03060914
 Av. Nazaret;Samaria (calle)-Jesús Aprendiz (calle);Samaria;28/05/2018;04/06/2018;40,4114622;-3,672285;03060915
Lateral C. ALCALA;Claudio Coello-Lagasca;Claudio Coello;24/05/2018;31/05/2018;40,4206;-3,6861;04010109
 C. GOYA;Plaza de Colon-Serrano;Plaza de Colon;28/05/2018;04/06/2018;40,42545;-3,68916;04010476
 C. GOYA;Plaza de Colon-Serrano;Serrano;28/05/2018;04/06/2018;40,42548;-3,6892;04010477
 C. JORGE JUAN;Nunez de Balboa-Castello;Castello;08/05/2018;15/05/2018;40,4238;-3,68235;04010528
 C. JORGE JUAN;Plaza de Colon-Serrano;Serrano;08/05/2018;15/05/2018;40,4242;-3,68911;04010529
 Paseo. RECOLETOS;Recoletos-Villanueva;Villanueva;13/07/2018;20/07/2018;40,42299;-3,69141;04010764
 Paseo. RECOLETOS;Recoletos-Villanueva;Recoletos;16/07/2018;23/07/2018;40,4227;-3,69135;04010765
 C. ALCALA;Villanueva-Principe de Vergara;Villanueva;03/09/2018;10/09/2018;40,42235;-3,68127;04011169
 C. ALCALA;Villanueva-Principe de Vergara;Principe de Vergara;03/09/2018;10/09/2018;40,42241;-3,68131;04011170
 C. GOYA;Claudio Coello-Lagasca;Claudio Coello;28/05/2018;04/06/2018;40,42535;-3,6862;04011357
 C. GOYA;Claudio Coello-Lagasca;Lagasca;28/05/2018;04/06/2018;40,4253;-3,68609;04011358
 C. JORGE JUAN;Claudio Coello-Lagasca;Lagasca;08/05/2018;15/05/2018;40,42371;-3,68622;04011385
Lateral C. O'DONNELL;Alcala-Aguirre;Alcala;04/09/2018;11/09/2018;40,42132;-3,68192;04011465
 C. PRINCIPE DE VERGARA;Alcala-Jorge Juan;Alcala;29/05/2018;05/06/2018;40,42306;-3,68035;04011515
 C. DON RAMON DE LA CRUZ;Claudio Coello-Lagasca;Lagasca;05/09/2018;12/09/2018;40,42901;-3,68577;04011964
 C. ALCALA;Ayala-Manuel Becerra;Manuel Becerra;24/05/2018;31/05/2018;40,42761;-3,66961;04020103
 C. ALCALA;Ayala-Manuel Becerra;Ayala;24/05/2018;31/05/2018;40,42747;-3,66956;04020104
 C. ALCALA;Jorge Juan-Principe de Vergara;Jorge Juan;02/07/2018;09/07/2018;40,42278;-3,6797;04020116
 C. ALCALA;Jorge Juan-Principe de Vergara;Principe de Vergara;02/07/2018;09/07/2018;40,42279;-3,67977;04020117
C. ALCALA;Jorge Juan-Principe de Vergara;Principe de Vergara;31/01/2018;07/02/2018;40,42279;-3,67977;04020117
 C. CONDE DE PENALVER;Ayala-Don Ramon de la Cruz;Don Ramon de la Cruz;08/05/2018;15/05/2018;40,42817;-3,67522;04020313
 C. CONDE DE PENALVER;Ayala-Don Ramon de la Cruz;Ayala;08/05/2018;15/05/2018;40,42829;-3,67535;04020314
 C. GOYA;Alcala-Fernan Gonzalez;Fernan Gonzalez;30/05/2018;06/06/2018;40,42476;-3,67467;04020472
 C. GOYA;Alcala-Fernan Gonzalez;Alcala;30/05/2018;06/06/2018;40,42473;-3,67463;04020473
 C. GOYA;Fuente del Berro-Doctor Esquerdo;Doctor Esquerdo;30/05/2018;06/06/2018;40,4245;-3,66933;04020474
 C. GOYA;Fuente del Berro-Doctor Esquerdo;Fuente del Berro;05/06/2018;12/06/2018;40,42448;-3,66927;04020475
 C. JORGE JUAN;Lope de Rueda-Narvaez;Narvaez;08/05/2018;15/05/2018;40,42348;-3,67702;04020527
 C. NARVAEZ;Avenida Felipe II-Jorge Juan;Jorge Juan;08/05/2018;15/05/2018;40,4237;-3,67583;04020638
 C. NARVAEZ;Avenida Felipe II-Jorge Juan;Avenida Felipe II;08/05/2018;15/05/2018;40,42355;-3,67578;04020639
 C. PRINCIPE DE VERGARA;Hermosilla-Ayala;Ayala;29/05/2018;05/06/2018;40,42655;-3,67996;04020736
 C. PRINCIPE DE VERGARA;Hermosilla-Ayala;Hermosilla;29/05/2018;05/06/2018;40,42659;-3,67993;04020737
 C. ALCALA;Avenida de Felipe II-Goya;Avenida de Felipe II;30/05/2018;06/06/2018;40,42465;-3,67632;04021145
 C. ALCALA;Avenida de Felipe II-Goya;Goya;30/05/2018;06/06/2018;40,4246;-3,67635;04021146
 C. ALCALA;Goya-Hermosilla;Goya;30/05/2018;06/06/2018;40,4254;-3,6743;04021153
 C. ALCALA;Goya-Hermosilla;Hermosilla;30/05/2018;06/06/2018;40,4254;-3,67428;04021154
Lateral C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Hermosilla;30/05/2018;06/06/2018;40,42589;-3,6688;04021316
Tunel C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Hermosilla;30/05/2018;06/06/2018;40,42589;-3,6688;04021317
 Av. MENENDEZ PELAYO;Alcala-O'Donnell;O'Donnell;14/05/2018;21/05/2018;40,42238;-3,68019;04021439
 Av. MENENDEZ PELAYO;Alcala-O'Donnell;Alcala;08/05/2018;15/05/2018;40,42205;-3,67996;04021440
 C. PRINCIPE DE VERGARA;Alcala-Jorge Juan;Jorge Juan;29/05/2018;05/06/2018;40,42308;-3,6803;04021514
 C. GENERAL PARDINAS;Hermosilla-Ayala;Hermosilla;02/07/2018;09/07/2018;40,42654;-3,67876;04022044
 C. O DONNELL;Fernán González-Maiquez;Fernán González;08/05/2018;15/05/2018;40,42143333;-3,6734;04023222
 C. ALCALDE SAINZ DE BARANDA;O'Donnell-M30;M30;08/05/2018;15/05/2018;40,42123;-3,66312;04030004
 C. ALCALDE SAINZ DE BARANDA;O'Donnell-M30;O'Donnell;17/05/2018;24/05/2018;40,42123;-3,66312;04030005
Lateral C. ALCALDE SAINZ DE BARANDA;O'Donnell-M30;O'Donnell;09/05/2018;16/05/2018;40,4213;-3,66314;04030006
Lateral C. ALCALDE SAINZ DE BARANDA;TVE-Puente M30;Puente M30;11/10/2018;18/10/2018;40,42127;-3,66308;04030007
 C. ALCALA;Cardenal Belluga-Julio Camba;Cardenal Belluga;31/05/2018;07/06/2018;40,43004;-3,66418;04030105
 C. ALCALA;Cardenal Belluga-Julio Camba;Julio Camba;07/06/2018;14/06/2018;40,42997;-3,66423;04030106
Lateral C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Manuel Becerra (Pz.);31/05/2018;07/06/2018;40,42593;-3,66851;04031315
Tunel C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Manuel Becerra (Pz.);31/05/2018;07/06/2018;40,42593;-3,66851;04031318
C MARQUES DE ZAFRA;CALLE LANUZA-CALLE RUFINO BLANCO;CALLE LANUZA;05/01/2018;12/01/2018;40,426;-3,66513;04032204
 Pte. VENTAS;Los Toreros (Av)-M-30;M-30;09/05/2018;16/05/2018;40,43124;-3,66148;04032589
 Pte. VENTAS;Los Toreros (Av)-M-30;Los Toreros (Av);09/05/2018;16/05/2018;40,43125;-3,6614;04032590
 Av. BRASILIA;Brescia-Avenida de Bonn;Avenida de Bonn;09/05/2018;16/05/2018;40,43691;-3,66098;04040179
 Av. BRASILIA;Brescia-Avenida de Bonn;Brescia;09/05/2018;16/05/2018;40,43691;-3,66098;04040180
 C. CARTAGENA;Avenida de Los Toreros-Martinez Izquierdo;Martinez Izquierdo;09/05/2018;16/05/2018;40,43246;-3,67057;04040245
 C. CARTAGENA;Avenida de Los Toreros-Martinez Izquierdo;Avenida de Los Toreros;09/05/2018;16/05/2018;40,43239;-3,67049;04040246
 C. CARTAGENA;Ferrer del Rio-Bejar;Ferrer del Rio;16/05/2018;23/05/2018;40,43743;-3,67138;04040247
 C. CARTAGENA;Ferrer del Rio-Bejar;Bejar;16/05/2018;23/05/2018;40,43743;-3,67138;04040248
Lateral C. FRANCISCO SILVELA;Avenida de los Toreros-Jose Ortega y Gasset;Avenida de los Toreros;09/05/2018;16/05/2018;40,4313;-3,67151;04040416
Lateral C. FRANCISCO SILVELA;Jose Ortega y Gasset-Plaza de Manuel Becerra;Jose Ortega y Gasset;09/05/2018;16/05/2018;40,42923;-3,66933;04040422
 C. JORGE JUAN;Fuente del Berro-Doctor Esquerdo;Doctor Esquerdo;08/05/2018;15/05/2018;40,43314;-3,6701;04040526
 C. BRISTOL;Avenida de Brasilia-Avenida de Bruselas;Avenida de Brasilia;10/05/2018;17/05/2018;40,44083;-3,662;04040905
 C. BRISTOL;Avenida de Brasilia-Avenida de Bruselas;Avenida de Bruselas;10/05/2018;17/05/2018;40,44011667;-3,662366667;04040906
 Av. BRASILIA;Avenida de Bonn-Avenida Brasilia;Berlin;10/05/2018;17/05/2018;40,43923;-3,66099;04041210
 Av. BRASILIA;Avenida de Bonn-Avenida Brasilia;Avenida de Bonn;10/05/2018;17/05/2018;40,43923;-3,66099;04041211
 C. LONDRES;Cartagena-Doctor Gomez Ulla;Doctor Gomez Ulla;05/09/2018;12/09/2018;40,43117;-3,67002;04042159
C. MARTINEZ IZQUIERDO;Pilar de Zaragoza-Amoros;Pilar de Zaragoza;09/01/2018;16/01/2018;40,43375;-3,66901;04042211
 C. ROBERTO DOMINGO;Avenida Los Toreros-Martinez Izquierdo;Martinez Izquierdo;10/05/2018;17/05/2018;40,4347;-3,66105;04042435
 C. ROBERTO DOMINGO;Avenida Los Toreros-Martinez Izquierdo;Los Toreros (Av);10/05/2018;17/05/2018;40,43482;-3,66118;04042436
 Av. TOREROS;Cartagena-Pilar de Zaragoza;Cartagena;16/05/2018;23/05/2018;40,43205;-3,66919;04042564
 Av. TOREROS;Cartagena-Pilar de Zaragoza;Pilar de Zaragoza;10/05/2018;17/05/2018;40,43194;-3,66951;04042565
 Av. TOREROS, DE LOS;Nuestra Señora de Guadalupe-Colomer;Nuestra Señora de Guadalupe;05/09/2018;12/09/2018;40,43351667;-3,66465;04043369
 Av. TOREROS, DE LOS;Nuestra Señora de Guadalupe-Colomer;Colomer;05/09/2018;12/09/2018;40,4332;-3,664616667;04043370
 C. CONDE DE PENALVER;Juan Bravo-Maldonado;Maldonado;07/06/2018;14/06/2018;40,43283;-3,67947;04050315
 C. DIEGO DE LEON;General Pardinas-General Diaz Porlier;General Diaz Porlier;10/05/2018;17/05/2018;40,43461;-3,67697;04050356
 C. DIEGO DE LEON;General Pardinas-General Diaz Porlier;General Pardinas;10/05/2018;17/05/2018;40,43458;-3,67724;04050357
Lateral C. FRANCISCO SILVELA;Avenida de los Toreros-Jose Ortega y Gasset;Jose Ortega y Gasset;09/05/2018;16/05/2018;40,4312;-3,67152;04050417
Lateral C. FRANCISCO SILVELA;Jose Ortega y Gasset-Plaza de Manuel Becerra;Plaza de Manuel Becerra;09/05/2018;16/05/2018;40,42938;-3,67;04050421
Carril bus C. FRANCISCO SILVELA;Jose Ortega y Gasset-Plaza de Manuel Becerra;Jose Ortega y Gasset;09/05/2018;16/05/2018;40,4293;-3,66983;04050423
Tunel C. FRANCISCO SILVELA;Los Toreros (Av)-Jose Ortega y Gasset;Jose Ortega y Gasset;09/05/2018;16/05/2018;40,43122;-3,67148;04050424
Tunel C. FRANCISCO SILVELA;Los Toreros (Av)-Jose Ortega y Gasset;Los Toreros (Av);09/05/2018;16/05/2018;40,43121;-3,67148;04050425
 C. FRANCISCO SILVELA;Maldonado-Juan Bravo;Juan Bravo;10/05/2018;17/05/2018;40,43312;-3,67324;04050426
 C. FRANCISCO SILVELA;Maldonado-Juan Bravo;Maldonado;10/05/2018;17/05/2018;40,433;-3,6733;04050427
 C. JUAN BRAVO;Conde Penalver-Alcantara;Conde Penalver;11/05/2018;18/05/2018;40,4323;-3,67404;04050542
 C. JUAN BRAVO;Conde Penalver-Alcantara;Alcantara;18/05/2018;25/05/2018;40,43236;-3,674;04050543
 C. Calle José Ortega y Gasset;Principe de Vergara-General Diaz Porlier;Principe de Vergara;18/05/2018;25/05/2018;40,4301;-3,67773;04050931
 C. Calle José Ortega y Gasset;Principe de Vergara-General Diaz Porlier;General Diaz Porlier;11/05/2018;18/05/2018;40,43008;-3,67781;04050932
 C. JUAN BRAVO;General Pardinas-General Diaz Porlier;General Pardinas;11/05/2018;18/05/2018;40,43255;-3,67723;04051387
 C. JUAN BRAVO;General Pardinas-General Diaz Porlier;General Diaz Porlier;11/05/2018;18/05/2018;40,43255;-3,67723;04051388
 C. PADILLA;Montesa-Alcantara;Alcantara;05/09/2018;12/09/2018;40,43103;-3,67225;04052301
 C. CONDE DE PEÑALVER;Juan Bravo-Maldonado;Juan Bravo;11/05/2018;18/05/2018;40,43301;-3,67519;04052799
 C. CONDE DE PEÑALVER;Juan Bravo-Maldonado;Maldonado;11/05/2018;18/05/2018;40,43305;-3,67513;04052800
Paseo. CASTELLANA;Paseo de Eduardo Dato-Jenner;Jenner;09/01/2018;16/01/2018;40,4322;-3,68827;04060279
Lateral Paseo. CASTELLANA;Paseo de Eduardo Dato-Jenner;Paseo de Eduardo Dato;06/09/2018;13/09/2018;40,43207;-3,68824;04060280
 C. CONDE DE PENALVER;Juan Bravo-Maldonado;Juan Bravo;31/05/2018;07/06/2018;40,43292;-3,67958;04060316
 C. DIEGO DE LEON;Claudio Coello-Lagasca;Claudio Coello;18/05/2018;25/05/2018;40,43503;-3,68492;04060354
 C. DIEGO DE LEON;Claudio Coello-Lagasca;Lagasca;11/05/2018;18/05/2018;40,43503;-3,68492;04060355
 C. HERMANOS BECQUER;General Oraa-Serrano;Serrano;02/07/2018;09/07/2018;40,43595;-3,68719;04060497
 C. HERMANOS BECQUER;General Oraa-Serrano;General Oraa;02/07/2018;09/07/2018;40,43588;-3,6871;04060498
 C. JOSE ORTEGA Y GASSET;La Castellana (P§)-Serrano;La Castellana (P§);11/05/2018;18/05/2018;40,4304;-3,68767;04060536
 C. JOSE ORTEGA Y GASSET;La Castellana (P§)-Serrano;Serrano;11/05/2018;18/05/2018;40,43047;-3,68789;04060537
 C. JUAN BRAVO;Nunez de Balboa-Castello;Castello;05/09/2018;12/09/2018;40,4326;-3,6815;04060544
 C. JUAN BRAVO;Nunez de Balboa-Castello;Nunez de Balboa;14/05/2018;21/05/2018;40,4326;-3,6815;04060545
 C. PRINCIPE DE VERGARA;Padilla-Juan Bravo;Juan Bravo;29/05/2018;05/06/2018;40,43196;-3,6796;04060738
 C. PRINCIPE DE VERGARA;Padilla-Juan Bravo;Padilla;29/05/2018;05/06/2018;40,43205;-3,67968;04060739
Lateral izq. C. VELAZQUEZ;General Oraa-Maria de Molina;Maria de Molina;14/05/2018;21/05/2018;40,4362;-3,68315;04060865
Tunel C. VELAZQUEZ;General Oraa-Maria de Molina;Maria de Molina;14/05/2018;21/05/2018;40,4362;-3,68315;04060866
Lateral der. C. VELAZQUEZ;General Oraa-Maria de Molina;Maria de Molina;14/05/2018;21/05/2018;40,43624;-3,68313;04060867
Central Paseo. Paseo de la Castellana;Paseo de Eduardo Dato-Jenner;Paseo de Eduardo Dato;06/09/2018;13/09/2018;40,432;-3,68863;04060926
 C. GENERAL ORAA;Emilio Castelar (Gt¦.)-Hermanos Becquer;Hermanos Becquer;14/05/2018;21/05/2018;40,43587;-3,68784;04061038
 C. GENERAL ORAA;Emilio Castelar (Gt¦.)-Hermanos Becquer;Emilio Castelar (Gt¦.);14/05/2018;21/05/2018;40,4359;-3,68786;04061039
 C. MARIA DE MOLINA;Nunez de Balboa-Castello;Castello;03/07/2018;10/07/2018;40,4375;-3,68112;04061414
 C. MARIA DE MOLINA;Nunez de Balboa-Castello;Nunez de Balboa;03/07/2018;10/07/2018;40,4375;-3,68112;04061415
Lateral C. MARIA DE MOLINA;Pinar-Serrano;Pinar;03/07/2018;10/07/2018;40,43785;-3,6873;04061419
Lateral C. MARIA DE MOLINA;Pinar-Serrano;Serrano;03/07/2018;10/07/2018;40,43769;-3,6872;04061420
 C. CASTELLO;Diego de Leon-General Oraa;General Oraa;31/05/2018;07/06/2018;40,4353;-3,68062;04061827
 C. CASTELLO;Padilla-Juan Bravo;Juan Bravo;31/05/2018;07/06/2018;40,43205;-3,68108;04061829
 C. NUNEZ DE BALBOA;Diego de Leon-General Oraa;Diego de Leon;05/09/2018;12/09/2018;40,43602;-3,68248;04062283
 C. NUNEZ DE BALBOA;Padilla-Juan Bravo;Padilla;05/09/2018;12/09/2018;40,43217;-3,68234;04062285
 Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Plaza de Lima;06/09/2018;13/09/2018;40,45068;-3,69065;05010274
Lateral Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Plaza de Lima;06/09/2018;13/09/2018;40,45055;-3,69022;05010277
Carril bus Paseo. CASTELLANA;Hermanos Pinzon-Plaza de Lima;Plaza de Lima;06/09/2018;13/09/2018;40,45061;-3,6905;05010278
Lateral Paseo. CASTELLANA;Plaza Doctor Maranon-Plaza San Juan de la Cruz;Plaza San Juan de la Cruz;03/09/2018;10/09/2018;40,43981;-3,69128;05010284
 Av. DOCTOR ARCE;Plaza Republica Argentina-Velazquez;Plaza Republica Argentina;06/09/2018;13/09/2018;40,44585;-3,68327;05010358
Carril Bus Av. DOCTOR ARCE;Plaza Republica Argentina-Velazquez;Velazquez;06/09/2018;13/09/2018;40,44573;-3,68339;05010359
 C. Serrano (República Argentina);Tambre-Guadalquivir;Tambre;12/01/2018;19/01/2018;40,44655;-3,68463;05010403
Lateral C. FRANCISCO SILVELA;Glorieta Lopez de Hoyos-Principe de Vergara;Glorieta Lopez de Hoyos;10/09/2018;17/09/2018;40,43998;-3,68;05010418
Lateral C. FRANCISCO SILVELA;Glorieta Lopez de Hoyos-Principe de Vergara;Principe de Vergara;12/01/2018;19/01/2018;40,43973;-3,67963;05010419
 Paseo. HABANA;Gutierrez Solana-Plaza de los Sagrados Corazones;Plaza de los Sagrados Corazones;10/09/2018;17/09/2018;40,4509;-3,68685;05010486
 Paseo. HABANA;Gutierrez Solana-Plaza de los Sagrados Corazones;Gutierrez Solana;10/09/2018;17/09/2018;40,45115;-3,68653;05010487
 Paseo. HABANA;Paseo de la Castellana-Hermanos Pinzon;Hermanos Pinzon;12/09/2018;19/09/2018;40,448;-3,69013;05010492
Puente C. JOAQUIN COSTA;Glorieta Lopez de Hoyos-Gabriel Lobo;Gabriel Lobo;11/09/2018;18/09/2018;40,44155;-3,6818;05010518
Puente C. JOAQUIN COSTA;Glorieta Lopez de Hoyos-Gabriel Lobo;Glorieta Lopez de Hoyos;11/09/2018;18/09/2018;40,4416;-3,68165;05010519
Lateral C. JOAQUIN COSTA;Glorieta Lopez de Hoyos-Gabriel Lobo;Gabriel Lobo;11/09/2018;18/09/2018;40,44165;-3,68163;05010520
Lateral C. JOAQUIN COSTA;Glorieta Lopez de Hoyos-Gabriel Lobo;Glorieta Lopez de Hoyos;11/09/2018;18/09/2018;40,44149;-3,68188;05010521
Tunel C. LOPEZ DE HOYOS;Lagasca-Plaza Carlos Maria Castro;Plaza Carlos Maria Castro;10/09/2018;17/09/2018;40,43873;-3,68343;05010573
Lateral C. LOPEZ DE HOYOS;Lagasca-Plaza Carlos Maria Castro;Plaza Carlos Maria Castro;10/09/2018;17/09/2018;40,43866;-3,68348;05010574
Lateral C. LOPEZ DE HOYOS;Lagasca-Plaza Carlos Maria Castro;Lagasca;10/09/2018;17/09/2018;40,43881;-3,68337;05010575
 C. PRINCIPE DE VERGARA;Plaza de Cataluna-Avenida de Ramon y Cajal;Avenida de Ramon y Cajal;31/07/2018;07/08/2018;40,45056;-3,67775;05010740
 C. PRINCIPE DE VERGARA;Plaza de Cataluna-Avenida de Ramon y Cajal;Plaza de Cataluna;31/07/2018;07/08/2018;40,45052;-3,67774;05010741
 C. SERRANO;Turia-Cidacos;Cidacos;12/09/2018;19/09/2018;40,45103;-3,68207;05010823
 C. SERRANO;Turia-Cidacos;Turia;12/09/2018;19/09/2018;40,45092;-3,68197;05010824
Lateral Paseo. CASTELLANA;Joaquin Costa-La Habana;La Habana;12/09/2018;19/09/2018;40,44731;-3,69057;05011249
Lateral C. JOAQUIN COSTA;Paseo de La Castellana-Balbina Valverde;Paseo de La Castellana;19/09/2018;26/09/2018;40,44631;-3,69001;05011375
Lateral C. JOAQUIN COSTA;Paseo de La Castellana-Balbina Valverde;Balbina Valverde;11/01/2018;18/01/2018;40,44623;-3,68988;05011376
Lateral C. JOAQUIN COSTA;Paseo de La Castellana-Balbina Valverde;Balbina Valverde;12/09/2018;19/09/2018;40,44618;-3,69012;05011377
C. JOAQUIN COSTA;Paseo de La Castellana-Balbina Valverde;Paseo de La Castellana;11/01/2018;18/01/2018;40,44605;-3,6899;05011378
Puente C. JOAQUIN COSTA;Paseo de La Castellana-Balbina Valverde;Balbina Valverde;12/09/2018;19/09/2018;40,44625;-3,68905;05011379
 C. LOPEZ DE HOYOS;Glorieta Lopez de Hoyos-Principe de Vergara;Glorieta Lopez de Hoyos;11/09/2018;18/09/2018;40,44062;-3,67937;05011399
 C. LOPEZ DE HOYOS;Glorieta Lopez de Hoyos-Principe de Vergara;Principe de Vergara;11/09/2018;18/09/2018;40,44079;-3,67948;05011400
 C. CINCA;Cataluna (Pz.)-Serrano;Serrano;06/09/2018;13/09/2018;40,4493;-3,68;05011851
 C. RODRIGUEZ MARIN;Cataluna (Pz.)-Avenida Concha Espina;Avenida Concha Espina;17/09/2018;24/09/2018;40,44959;-3,67887;05012438
 C. VITRUVIO;Jorge Manrique-San Juan de la Cruz (Pz.);Jorge Manrique;03/10/2018;10/10/2018;40,44157;-3,69052;05012620
 C. VITRUVIO;Jorge Manrique-San Juan de la Cruz (Pz.);San Juan de la Cruz (Pz.);03/10/2018;10/10/2018;40,44149;-3,69076;05012621
 C. HERMANOS PINZON (LATERAL DERECHO);Paseo de la Habana-Paseo de la Castellana;Paseo de la Castellana;09/10/2018;16/10/2018;40,44915;-3,689566667;05013053
 C. HERMANOS PINZON (TUNEL);Paseo de la Habana-Paseo de la Castellana;Paseo de la Castellana;09/10/2018;16/10/2018;40,44906667;-3,68965;05013055
 C. OQUENDO;Serrano-Castellón de la Plana;Castellón de la Plana;17/09/2018;24/09/2018;40,44116667;-3,68535;05013237
Lateral C. CORAZON DE MARIA;Luis Salazar-San Nazario;Luis Salazar;17/09/2018;24/09/2018;40,44776;-3,66643;05020317
Lateral C. CORAZON DE MARIA;Luis Salazar-San Nazario;San Nazario;17/09/2018;24/09/2018;40,4479;-3,66616;05020318
Tunel C. CORAZON DE MARIA;Luis Salazar-San Nazario;San Nazario;17/09/2018;24/09/2018;40,44776;-3,66643;05020319
Tunel C. CORAZON DE MARIA;Luis Salazar-San Nazario;Luis Salazar;17/09/2018;24/09/2018;40,44776;-3,66643;05020320
 C. LOPEZ DE HOYOS;Avenida Alfonso XIII-Padre Claret;Padre Claret;18/09/2018;25/09/2018;40,44954;-3,66594;05020570
 C. Calle López de Hoyos;Quintiliano-Cartagena;Cartagena;17/09/2018;24/09/2018;40,44249;-3,67628;05020949
 C. CARTAGENA;Avenida de America-Clara del Rey;Avenida de America;18/09/2018;25/09/2018;40,43952;-3,67371;05021236
